0 ; 0 ; 16971 ; 1528 ; 12166 ; 1095 ; 4473 ; 403 ; 5657 ; 510 ; 10199 ; 918 ; 19698 ; 1773 ; 16000 ; 1440 ; 10771 ; 970 ; 16125 ; 1452 ; 18868 ; 1699 ; 13417 ; 1208 ; 14143 ; 1273 ; 12807 ; 1153 ; 
16971 ; 1528 ; 0 ; 0 ; 10000 ; 900 ; 12807 ; 1153 ; 17889 ; 1611 ; 14143 ; 1273 ; 20881 ; 1880 ; 12650 ; 1139 ; 8247 ; 743 ; 4473 ; 403 ; 4473 ; 403 ; 18000 ; 1620 ; 10199 ; 918 ; 4473 ; 403 ; 
12166 ; 1095 ; 10000 ; 900 ; 0 ; 0 ; 10199 ; 918 ; 16125 ; 1452 ; 16125 ; 1452 ; 25613 ; 2306 ; 18440 ; 1660 ; 11314 ; 1019 ; 12650 ; 1139 ; 14143 ; 1273 ; 20592 ; 1854 ; 15621 ; 1406 ; 6325 ; 570 ; 
4473 ; 403 ; 12807 ; 1153 ; 10199 ; 918 ; 0 ; 0 ; 6000 ; 540 ; 7212 ; 650 ; 17205 ; 1549 ; 12166 ; 1095 ; 6325 ; 570 ; 11662 ; 1050 ; 14423 ; 1299 ; 11314 ; 1019 ; 10000 ; 900 ; 8945 ; 806 ; 
5657 ; 510 ; 17889 ; 1611 ; 16125 ; 1452 ; 6000 ; 540 ; 0 ; 0 ; 6325 ; 570 ; 14561 ; 1311 ; 12650 ; 1139 ; 10000 ; 900 ; 15621 ; 1406 ; 18440 ; 1660 ; 8247 ; 743 ; 11662 ; 1050 ; 14561 ; 1311 ; 
10199 ; 918 ; 14143 ; 1273 ; 16125 ; 1452 ; 7212 ; 650 ; 6325 ; 570 ; 0 ; 0 ; 10000 ; 900 ; 6325 ; 570 ; 6000 ; 540 ; 10771 ; 970 ; 13417 ; 1208 ; 4473 ; 403 ; 5657 ; 510 ; 12166 ; 1095 ; 
19698 ; 1773 ; 20881 ; 1880 ; 25613 ; 2306 ; 17205 ; 1549 ; 14561 ; 1311 ; 10000 ; 900 ; 0 ; 0 ; 8247 ; 743 ; 14423 ; 1299 ; 16493 ; 1485 ; 18111 ; 1630 ; 6325 ; 570 ; 10771 ; 970 ; 20592 ; 1854 ; 
16000 ; 1440 ; 12650 ; 1139 ; 18440 ; 1660 ; 12166 ; 1095 ; 12650 ; 1139 ; 6325 ; 570 ; 8247 ; 743 ; 0 ; 0 ; 7212 ; 650 ; 8247 ; 743 ; 10000 ; 900 ; 7212 ; 650 ; 2829 ; 255 ; 12807 ; 1153 ; 
10771 ; 970 ; 8247 ; 743 ; 11314 ; 1019 ; 6325 ; 570 ; 10000 ; 900 ; 6000 ; 540 ; 14423 ; 1299 ; 7212 ; 650 ; 0 ; 0 ; 5657 ; 510 ; 8486 ; 764 ; 10199 ; 918 ; 4473 ; 403 ; 6325 ; 570 ; 
16125 ; 1452 ; 4473 ; 403 ; 12650 ; 1139 ; 11662 ; 1050 ; 15621 ; 1406 ; 10771 ; 970 ; 16493 ; 1485 ; 8247 ; 743 ; 5657 ; 510 ; 0 ; 0 ; 2829 ; 255 ; 14143 ; 1273 ; 6000 ; 540 ; 6325 ; 570 ; 
18868 ; 1699 ; 4473 ; 403 ; 14143 ; 1273 ; 14423 ; 1299 ; 18440 ; 1660 ; 13417 ; 1208 ; 18111 ; 1630 ; 10000 ; 900 ; 8486 ; 764 ; 2829 ; 255 ; 0 ; 0 ; 16493 ; 1485 ; 8247 ; 743 ; 8000 ; 720 ; 
13417 ; 1208 ; 18000 ; 1620 ; 20592 ; 1854 ; 11314 ; 1019 ; 8247 ; 743 ; 4473 ; 403 ; 6325 ; 570 ; 7212 ; 650 ; 10199 ; 918 ; 14143 ; 1273 ; 16493 ; 1485 ; 0 ; 0 ; 8247 ; 743 ; 16493 ; 1485 ; 
14143 ; 1273 ; 10199 ; 918 ; 15621 ; 1406 ; 10000 ; 900 ; 11662 ; 1050 ; 5657 ; 510 ; 10771 ; 970 ; 2829 ; 255 ; 4473 ; 403 ; 6000 ; 540 ; 8247 ; 743 ; 8247 ; 743 ; 0 ; 0 ; 10000 ; 900 ; 
12807 ; 1153 ; 4473 ; 403 ; 6325 ; 570 ; 8945 ; 806 ; 14561 ; 1311 ; 12166 ; 1095 ; 20592 ; 1854 ; 12807 ; 1153 ; 6325 ; 570 ; 6325 ; 570 ; 8000 ; 720 ; 16493 ; 1485 ; 10000 ; 900 ; 0 ; 0 ; 
